Order_ID,Date,Customer,Product,Category,Quantity,Unit_Price,Total
1387,2026-05-04,Customer_375,Notebook,Stationery,2,7.5,15.0
1388,2026-01-08,Customer_669,Office Chair,Furniture,1,196.68,196.68
1389,2026-06-24,Customer_193,Desk,Furniture,3,272.23,816.69
1390,2026-06-07,Customer_114,Phone,Electronics,1,586.4,586.4
1391,2026-02-16,Customer_588,Notebook,Stationery,1,8.3,8.3
1392,2026-02-02,Customer_001,Headphones,Electronics,3,82.54,247.62
1393,2026-02-22,Customer_304,Keyboard,Electronics,1,41.46,41.46
1394,2026-03-04,Customer_585,Laptop,Electronics,1,933.87,933.87
1395,2026-01-13,Customer_585,Keyboard,Electronics,1,43.1,43.1
1396,2026-03-09,Customer_610,Office Chair,Furniture,2,195.32,390.64
1397,2026-01-19,Customer_454,Phone,Electronics,2,591.57,1183.14
1398,2026-01-23,Customer_365,Laptop,Electronics,4,815.47,3261.88
1399,2026-03-30,Customer_655,Laptop,Electronics,4,868.67,3474.68
1400,2026-05-23,Customer_605,Pen,Stationery,1,2.84,2.84
1401,2026-02-04,Customer_102,Backpack,Accessories,3,45.93,137.79
1402,2026-04-20,Customer_003,Keyboard,Electronics,2,49.06,98.12
1403,2026-06-05,Customer_629,Backpack,Accessories,1,43.92,43.92
1404,2026-02-17,Customer_293,Mouse,Electronics,3,24.47,73.41
1405,2026-03-28,Customer_326,Phone,Electronics,4,600.11,2400.44
1406,2026-01-21,Customer_407,Desk,Furniture,4,257.37,1029.48
1407,2026-05-04,Customer_399,Pen,Stationery,4,3.26,13.04
1408,2026-01-15,Customer_324,Keyboard,Electronics,1,43.66,43.66
1409,2026-02-03,Customer_334,Mouse,Electronics,4,25.12,100.48
1410,2026-01-27,Customer_669,Headphones,Electronics,4,76.98,307.92
1411,2026-06-13,Customer_670,Phone,Electronics,2,524.99,1049.98
1412,2026-05-12,Customer_090,Pen,Stationery,2,2.81,5.62
1413,2026-04-05,Customer_108,Backpack,Accessories,3,45.23,135.69
1414,2026-03-12,Customer_312,Laptop,Electronics,2,796.49,1592.98
1415,2026-02-05,Customer_084,Mouse,Electronics,2,26.53,53.06
1416,2026-05-09,Customer_172,Notebook,Stationery,1,8.21,8.21
1417,2026-05-03,Customer_141,Desk,Furniture,2,265.96,531.92
1418,2026-05-17,Customer_026,Pen,Stationery,3,3.07,9.21
1419,2026-05-02,Customer_633,Backpack,Accessories,4,47.43,189.72
1420,2026-02-18,Customer_154,Keyboard,Electronics,4,42.97,171.88
1421,2026-01-19,Customer_612,Desk,Furniture,2,265.48,530.96
1422,2026-05-27,Customer_676,Backpack,Accessories,1,44.32,44.32
1423,2026-03-10,Customer_687,Laptop,Electronics,3,912.77,2738.31
1424,2026-06-10,Customer_631,Keyboard,Electronics,1,42.11,42.11
1425,2026-02-06,Customer_655,Headphones,Electronics,4,75.3,301.2
1426,2026-01-11,Customer_650,Pen,Stationery,2,3.08,6.16
1427,2026-06-02,Customer_320,Headphones,Electronics,3,83.12,249.36
1428,2026-03-08,Customer_554,Office Chair,Furniture,1,187.83,187.83
1429,2026-01-24,Customer_700,Headphones,Electronics,4,83.59,334.36
1430,2026-02-11,Customer_288,Desk,Furniture,1,228.97,228.97
1431,2026-04-07,Customer_676,Headphones,Electronics,1,77.17,77.17
1432,2026-05-03,Customer_070,Pen,Stationery,3,2.74,8.22
1433,2026-02-18,Customer_642,Keyboard,Electronics,4,42.6,170.4
1434,2026-05-29,Customer_230,Notebook,Stationery,2,8.29,16.58
1435,2026-02-13,Customer_381,Backpack,Accessories,3,42.21,126.63
1436,2026-05-10,Customer_172,Phone,Electronics,2,556.36,1112.72
1437,2026-04-08,Customer_471,Mouse,Electronics,4,25.4,101.6
1438,2026-02-05,Customer_453,Pen,Stationery,3,3.02,9.06
1439,2026-06-07,Customer_633,Desk,Furniture,4,225.06,900.24
1440,2026-05-24,Customer_648,Mouse,Electronics,3,27.14,81.42
1441,2026-01-23,Customer_348,Headphones,Electronics,4,72.32,289.28
1442,2026-04-14,Customer_248,Laptop,Electronics,1,879.16,879.16
1443,2026-03-25,Customer_406,Phone,Electronics,4,578.08,2312.32
1444,2026-06-10,Customer_460,Office Chair,Furniture,4,187.51,750.04
1445,2026-05-22,Customer_481,Desk,Furniture,2,242.08,484.16
1446,2026-04-15,Customer_341,Phone,Electronics,3,521.3,1563.9
1447,2026-03-16,Customer_180,Desk,Furniture,2,255.03,510.06
1448,2026-02-24,Customer_262,Headphones,Electronics,2,79.95,159.9
1449,2026-03-27,Customer_316,Keyboard,Electronics,4,42.38,169.52
1450,2026-02-18,Customer_042,Office Chair,Furniture,2,184.61,369.22
1451,2026-06-07,Customer_216,Backpack,Accessories,2,46.99,93.98
1452,2026-03-08,Customer_007,Mouse,Electronics,2,22.9,45.8
1453,2026-05-29,Customer_675,Phone,Electronics,3,571.44,1714.32
1454,2026-01-20,Customer_266,Pen,Stationery,2,2.78,5.56
1455,2026-02-23,Customer_289,Mouse,Electronics,3,24.94,74.82
1456,2026-04-20,Customer_336,Office Chair,Furniture,2,168.29,336.58
1457,2026-05-11,Customer_483,Pen,Stationery,2,2.79,5.58
1458,2026-04-27,Customer_482,Notebook,Stationery,1,7.24,7.24
1459,2026-01-25,Customer_079,Mouse,Electronics,1,25.25,25.25
1460,2026-02-01,Customer_128,Mouse,Electronics,2,23.89,47.78
1461,2026-05-14,Customer_672,Phone,Electronics,4,535.13,2140.52
1462,2026-01-31,Customer_517,Headphones,Electronics,2,79.36,158.72
1463,2026-05-10,Customer_382,Phone,Electronics,1,563.14,563.14
1464,2026-03-24,Customer_099,Keyboard,Electronics,1,47.54,47.54
1465,2026-04-25,Customer_263,Laptop,Electronics,4,872.64,3490.56
1466,2026-02-09,Customer_101,Desk,Furniture,4,240.31,961.24
1467,2026-02-21,Customer_420,Office Chair,Furniture,3,188.08,564.24
1468,2026-04-26,Customer_574,Headphones,Electronics,3,80.41,241.23
1469,2026-01-14,Customer_455,Keyboard,Electronics,1,47.42,47.42
1470,2026-05-10,Customer_574,Keyboard,Electronics,2,47.61,95.22
1471,2026-05-29,Customer_650,Desk,Furniture,2,234.48,468.96
1472,2026-05-13,Customer_065,Keyboard,Electronics,2,42.67,85.34
1473,2026-06-30,Customer_338,Keyboard,Electronics,1,40.88,40.88
1474,2026-05-19,Customer_308,Desk,Furniture,1,249.41,249.41
1475,2026-02-03,Customer_564,Phone,Electronics,4,584.18,2336.72
1476,2026-06-29,Customer_422,Backpack,Accessories,1,49.11,49.11
1477,2026-04-23,Customer_105,Laptop,Electronics,4,818.62,3274.48
1478,2026-05-09,Customer_130,Laptop,Electronics,2,923.15,1846.3
1479,2026-01-21,Customer_284,Desk,Furniture,2,244.32,488.64
1480,2026-06-26,Customer_079,Laptop,Electronics,4,841.61,3366.44
1481,2026-06-22,Customer_467,Keyboard,Electronics,4,49.39,197.56
1482,2026-03-28,Customer_101,Notebook,Stationery,1,7.26,7.26
1483,2026-03-28,Customer_043,Laptop,Electronics,1,901.36,901.36
1484,2026-06-01,Customer_017,Keyboard,Electronics,4,47.14,188.56
1485,2026-02-27,Customer_366,Mouse,Electronics,3,27.35,82.05
1486,2026-05-15,Customer_499,Headphones,Electronics,3,78.59,235.77
1487,2026-01-05,Customer_350,Office Chair,Furniture,4,164.47,657.88
1488,2026-05-18,Customer_550,Laptop,Electronics,3,898.02,2694.06
1489,2026-04-14,Customer_329,Phone,Electronics,3,517.63,1552.89
1490,2026-02-18,Customer_382,Mouse,Electronics,2,22.85,45.7
1491,2026-05-02,Customer_119,Phone,Electronics,2,582.86,1165.72
1492,2026-05-20,Customer_488,Phone,Electronics,2,548.46,1096.92
1493,2026-06-09,Customer_351,Phone,Electronics,3,499.81,1499.43
1494,2026-01-17,Customer_402,Desk,Furniture,1,243.61,243.61
1495,2026-02-28,Customer_124,Backpack,Accessories,1,41.97,41.97
1496,2026-06-07,Customer_172,Headphones,Electronics,2,72.2,144.4
1497,2026-05-29,Customer_122,Desk,Furniture,3,267.33,801.99
1498,2026-06-24,Customer_530,Keyboard,Electronics,1,42.49,42.49
1499,2026-05-06,Customer_302,Notebook,Stationery,2,8.44,16.88
1500,2026-03-27,Customer_662,Pen,Stationery,2,3.02,6.04
1501,2026-01-13,Customer_466,Phone,Electronics,1,570.38,570.38
1502,2026-06-29,Customer_283,Phone,Electronics,3,548.72,1646.16
1503,2026-05-31,Customer_088,Office Chair,Furniture,3,189.29,567.87
1504,2026-04-07,Customer_696,Headphones,Electronics,3,73.69,221.07
1505,2026-01-23,Customer_413,Desk,Furniture,4,256.81,1027.24
1506,2026-05-08,Customer_229,Notebook,Stationery,2,8.09,16.18
1507,2026-03-13,Customer_129,Keyboard,Electronics,3,49.43,148.29
1508,2026-04-14,Customer_483,Backpack,Accessories,2,42.34,84.68
1509,2026-01-10,Customer_405,Desk,Furniture,3,234.4,703.2
1510,2026-06-18,Customer_112,Pen,Stationery,4,3.01,12.04
1511,2026-03-31,Customer_314,Office Chair,Furniture,4,188.85,755.4
1512,2026-01-14,Customer_633,Phone,Electronics,1,535.47,535.47
1513,2026-03-16,Customer_070,Notebook,Stationery,3,8.79,26.37
1514,2026-05-12,Customer_623,Mouse,Electronics,4,26.4,105.6
1515,2026-06-03,Customer_469,Office Chair,Furniture,4,168.42,673.68
1516,2026-02-07,Customer_188,Pen,Stationery,1,2.76,2.76
1517,2026-04-29,Customer_583,Mouse,Electronics,1,25.71,25.71
1518,2026-03-21,Customer_698,Desk,Furniture,4,253.03,1012.12
1519,2026-01-24,Customer_162,Phone,Electronics,3,524.68,1574.04
1520,2026-03-01,Customer_319,Headphones,Electronics,2,83.13,166.26
1521,2026-03-17,Customer_542,Backpack,Accessories,2,42.39,84.78
1522,2026-04-10,Customer_019,Mouse,Electronics,2,24.14,48.28
1523,2026-05-26,Customer_628,Laptop,Electronics,3,901.23,2703.69
1524,2026-02-16,Customer_118,Laptop,Electronics,1,873.38,873.38
1525,2026-05-28,Customer_047,Office Chair,Furniture,3,192.23,576.69
1526,2026-03-16,Customer_137,Backpack,Accessories,4,42.33,169.32
1527,2026-03-02,Customer_138,Phone,Electronics,3,497.88,1493.64
1528,2026-04-23,Customer_254,Office Chair,Furniture,1,187.12,187.12
1529,2026-04-19,Customer_563,Keyboard,Electronics,3,42.83,128.49
1530,2026-02-15,Customer_581,Keyboard,Electronics,4,47.72,190.88
1531,2026-03-15,Customer_261,Mouse,Electronics,2,25.66,51.32
1532,2026-05-06,Customer_295,Phone,Electronics,3,543.05,1629.15
1533,2026-02-26,Customer_612,Office Chair,Furniture,1,167.72,167.72
1534,2026-03-01,Customer_364,Pen,Stationery,3,3.25,9.75
1535,2026-02-05,Customer_408,Backpack,Accessories,2,40.83,81.66
1536,2026-05-15,Customer_163,Desk,Furniture,4,264.36,1057.44
1537,2026-05-18,Customer_400,Office Chair,Furniture,3,178.19,534.57
1538,2026-03-11,Customer_556,Pen,Stationery,1,3.21,3.21
1539,2026-04-17,Customer_596,Phone,Electronics,2,556.82,1113.64
1540,2026-01-21,Customer_196,Phone,Electronics,1,579.9,579.9
1541,2026-03-11,Customer_639,Phone,Electronics,4,568.02,2272.08
1542,2026-05-28,Customer_472,Desk,Furniture,1,227.61,227.61
1543,2026-04-30,Customer_142,Pen,Stationery,1,3.29,3.29
1544,2026-03-23,Customer_581,Headphones,Electronics,3,75.17,225.51
1545,2026-02-18,Customer_371,Pen,Stationery,1,3.07,3.07
1546,2026-06-18,Customer_161,Phone,Electronics,1,519.78,519.78
1547,2026-03-12,Customer_598,Desk,Furniture,1,251.17,251.17
1548,2026-03-02,Customer_573,Phone,Electronics,4,574.51,2298.04
1549,2026-06-18,Customer_423,Office Chair,Furniture,1,181.57,181.57
1550,2026-04-08,Customer_577,Backpack,Accessories,1,41.77,41.77
1551,2026-01-22,Customer_112,Pen,Stationery,2,2.76,5.52
1552,2026-05-24,Customer_435,Desk,Furniture,2,239.53,479.06
1553,2026-06-17,Customer_294,Backpack,Accessories,3,40.97,122.91
1554,2026-03-04,Customer_561,Desk,Furniture,1,233.24,233.24
1555,2026-05-07,Customer_068,Mouse,Electronics,2,22.59,45.18
1556,2026-03-20,Customer_628,Pen,Stationery,4,3.29,13.16
1557,2026-01-26,Customer_447,Phone,Electronics,1,505.36,505.36
1558,2026-05-11,Customer_044,Laptop,Electronics,2,849.63,1699.26
1559,2026-01-06,Customer_679,Mouse,Electronics,3,26.61,79.83
1560,2026-06-27,Customer_427,Headphones,Electronics,1,87.43,87.43
1561,2026-01-12,Customer_586,Notebook,Stationery,4,7.77,31.08
1562,2026-02-10,Customer_164,Keyboard,Electronics,1,43.31,43.31
1563,2026-05-17,Customer_559,Notebook,Stationery,2,7.45,14.9
1564,2026-01-12,Customer_386,Desk,Furniture,4,267.86,1071.44
1565,2026-01-03,Customer_283,Phone,Electronics,3,603.19,1809.57
1566,2026-06-10,Customer_220,Laptop,Electronics,3,796.32,2388.96
1567,2026-04-11,Customer_688,Keyboard,Electronics,4,47.69,190.76
1568,2026-04-20,Customer_544,Pen,Stationery,4,3.14,12.56
1569,2026-04-29,Customer_016,Laptop,Electronics,3,847.51,2542.53
1570,2026-01-21,Customer_670,Phone,Electronics,4,604.68,2418.72
1571,2026-02-28,Customer_247,Keyboard,Electronics,1,41.34,41.34
1572,2026-01-25,Customer_666,Keyboard,Electronics,3,42.19,126.57
1573,2026-01-09,Customer_372,Office Chair,Furniture,2,165.99,331.98
1574,2026-03-01,Customer_377,Phone,Electronics,3,566.68,1700.04
1575,2026-05-11,Customer_588,Backpack,Accessories,4,46.91,187.64
1576,2026-06-10,Customer_675,Mouse,Electronics,2,24.24,48.48
1577,2026-06-24,Customer_338,Backpack,Accessories,3,46.36,139.08
1578,2026-06-25,Customer_662,Laptop,Electronics,1,902.05,902.05
1579,2026-04-04,Customer_289,Mouse,Electronics,1,25.88,25.88
1580,2026-03-07,Customer_483,Notebook,Stationery,4,7.31,29.24
1581,2026-06-16,Customer_454,Pen,Stationery,4,2.84,11.36
1582,2026-03-28,Customer_640,Headphones,Electronics,4,85.86,343.44
1583,2026-02-16,Customer_143,Keyboard,Electronics,3,47.37,142.11
1584,2026-06-30,Customer_302,Mouse,Electronics,2,27.02,54.04
1585,2026-05-25,Customer_551,Pen,Stationery,3,2.74,8.22
1586,2026-04-25,Customer_646,Desk,Furniture,3,230.55,691.65
1587,2026-04-30,Customer_558,Office Chair,Furniture,2,193.12,386.24
1588,2026-03-13,Customer_547,Headphones,Electronics,2,84.84,169.68
1589,2026-03-25,Customer_281,Notebook,Stationery,4,7.24,28.96
1590,2026-04-12,Customer_662,Pen,Stationery,3,3.28,9.84
1591,2026-05-11,Customer_426,Headphones,Electronics,1,85.43,85.43
1592,2026-06-22,Customer_327,Pen,Stationery,3,3.08,9.24
1593,2026-05-01,Customer_508,Headphones,Electronics,3,79.2,237.6
1594,2026-04-30,Customer_437,Mouse,Electronics,4,23.82,95.28
1595,2026-01-09,Customer_320,Laptop,Electronics,4,813.25,3253.0
1596,2026-05-22,Customer_203,Keyboard,Electronics,3,42.54,127.62
1597,2026-03-19,Customer_222,Pen,Stationery,4,2.74,10.96
1598,2026-01-08,Customer_514,Pen,Stationery,1,3.06,3.06
1599,2026-06-18,Customer_632,Desk,Furniture,4,236.98,947.92
1600,2026-04-23,Customer_432,Headphones,Electronics,3,87.93,263.79
1601,2026-02-19,Customer_469,Keyboard,Electronics,1,42.77,42.77
1602,2026-04-11,Customer_684,Laptop,Electronics,1,780.96,780.96
1603,2026-05-17,Customer_324,Headphones,Electronics,1,73.03,73.03
1604,2026-03-06,Customer_008,Desk,Furniture,3,229.11,687.33
1605,2026-03-17,Customer_174,Pen,Stationery,3,3.24,9.72
1606,2026-04-03,Customer_406,Notebook,Stationery,1,8.21,8.21
1607,2026-01-20,Customer_505,Headphones,Electronics,4,82.82,331.28
1608,2026-04-02,Customer_540,Mouse,Electronics,2,26.43,52.86
1609,2026-03-08,Customer_492,Phone,Electronics,4,561.07,2244.28
1610,2026-04-15,Customer_584,Desk,Furniture,2,228.55,457.1
1611,2026-06-02,Customer_573,Office Chair,Furniture,2,194.67,389.34
1612,2026-05-04,Customer_362,Laptop,Electronics,1,821.33,821.33
1613,2026-04-09,Customer_424,Headphones,Electronics,4,76.49,305.96
1614,2026-02-25,Customer_689,Office Chair,Furniture,1,162.28,162.28
1615,2026-05-16,Customer_555,Mouse,Electronics,4,23.92,95.68
1616,2026-02-08,Customer_341,Keyboard,Electronics,1,42.47,42.47
1617,2026-04-16,Customer_363,Office Chair,Furniture,2,172.0,344.0
1618,2026-03-29,Customer_549,Laptop,Electronics,1,904.1,904.1
1619,2026-01-21,Customer_571,Desk,Furniture,3,268.71,806.13
1620,2026-05-21,Customer_494,Headphones,Electronics,3,74.1,222.3
1621,2026-02-15,Customer_557,Laptop,Electronics,4,836.71,3346.84
1622,2026-03-17,Customer_584,Notebook,Stationery,1,8.34,8.34
1623,2026-01-12,Customer_445,Laptop,Electronics,1,887.13,887.13
1624,2026-01-08,Customer_153,Desk,Furniture,2,237.88,475.76
1625,2026-06-26,Customer_687,Mouse,Electronics,2,23.78,47.56
1626,2026-03-09,Customer_673,Mouse,Electronics,2,22.96,45.92
1627,2026-06-05,Customer_084,Laptop,Electronics,1,833.72,833.72
1628,2026-05-23,Customer_041,Desk,Furniture,2,258.43,516.86
1629,2026-04-15,Customer_202,Phone,Electronics,3,560.3,1680.9
1630,2026-01-10,Customer_210,Headphones,Electronics,2,73.85,147.7
1631,2026-02-08,Customer_540,Headphones,Electronics,4,82.21,328.84
1632,2026-04-27,Customer_514,Office Chair,Furniture,3,181.22,543.66
1633,2026-02-09,Customer_258,Laptop,Electronics,1,836.75,836.75
1634,2026-06-12,Customer_235,Laptop,Electronics,3,863.12,2589.36
1635,2026-04-11,Customer_213,Laptop,Electronics,3,823.34,2470.02
1636,2026-01-23,Customer_408,Pen,Stationery,2,3.21,6.42
1637,2026-04-17,Customer_658,Mouse,Electronics,3,22.89,68.67
1638,2026-03-14,Customer_634,Phone,Electronics,4,585.47,2341.88
1639,2026-06-05,Customer_172,Pen,Stationery,3,2.76,8.28
1640,2026-03-16,Customer_560,Backpack,Accessories,3,45.91,137.73
1641,2026-04-10,Customer_380,Laptop,Electronics,4,828.67,3314.68
1642,2026-06-05,Customer_007,Mouse,Electronics,1,26.95,26.95
1643,2026-02-16,Customer_148,Headphones,Electronics,1,80.28,80.28
1644,2026-05-26,Customer_419,Laptop,Electronics,1,880.11,880.11
1645,2026-03-10,Customer_392,Phone,Electronics,4,518.97,2075.88
1646,2026-03-06,Customer_031,Mouse,Electronics,1,23.2,23.2
1647,2026-03-10,Customer_376,Notebook,Stationery,3,8.05,24.15
1648,2026-02-14,Customer_666,Office Chair,Furniture,3,175.97,527.91
1649,2026-02-20,Customer_262,Keyboard,Electronics,2,41.67,83.34
1650,2026-05-02,Customer_125,Keyboard,Electronics,2,43.87,87.74
1651,2026-02-04,Customer_087,Office Chair,Furniture,4,197.81,791.24
1652,2026-04-23,Customer_077,Mouse,Electronics,1,24.43,24.43
1653,2026-01-22,Customer_068,Keyboard,Electronics,1,44.8,44.8
1654,2026-05-21,Customer_674,Office Chair,Furniture,1,192.01,192.01
1655,2026-06-28,Customer_554,Phone,Electronics,4,572.99,2291.96
1656,2026-03-26,Customer_383,Keyboard,Electronics,4,47.98,191.92
1657,2026-03-09,Customer_499,Laptop,Electronics,4,864.11,3456.44
1658,2026-05-05,Customer_483,Phone,Electronics,3,517.8,1553.4
1659,2026-01-17,Customer_099,Phone,Electronics,4,530.84,2123.36
1660,2026-06-01,Customer_165,Desk,Furniture,1,232.4,232.4
1661,2026-01-05,Customer_657,Keyboard,Electronics,4,48.66,194.64
1662,2026-03-05,Customer_091,Keyboard,Electronics,2,47.0,94.0
1663,2026-06-22,Customer_559,Office Chair,Furniture,1,188.85,188.85
1664,2026-01-05,Customer_184,Mouse,Electronics,1,26.89,26.89
1665,2026-01-12,Customer_582,Laptop,Electronics,3,843.65,2530.95
1666,2026-02-17,Customer_620,Mouse,Electronics,4,24.96,99.84
1667,2026-04-12,Customer_587,Laptop,Electronics,2,894.51,1789.02
1668,2026-05-23,Customer_499,Phone,Electronics,1,590.21,590.21
1669,2026-03-23,Customer_604,Headphones,Electronics,3,84.23,252.69
1670,2026-01-04,Customer_365,Headphones,Electronics,4,87.94,351.76
1671,2026-03-13,Customer_116,Laptop,Electronics,1,908.98,908.98
1672,2026-04-06,Customer_147,Office Chair,Furniture,3,178.14,534.42
1673,2026-01-13,Customer_494,Desk,Furniture,4,263.13,1052.52
1674,2026-01-22,Customer_349,Office Chair,Furniture,3,193.39,580.17
1675,2026-05-18,Customer_320,Keyboard,Electronics,4,47.88,191.52
1676,2026-06-18,Customer_664,Headphones,Electronics,4,80.46,321.84
1677,2026-02-16,Customer_163,Headphones,Electronics,2,82.83,165.66
1678,2026-04-23,Customer_488,Desk,Furniture,2,225.72,451.44
1679,2026-03-06,Customer_292,Pen,Stationery,1,3.14,3.14
1680,2026-02-06,Customer_141,Notebook,Stationery,4,8.43,33.72
1681,2026-05-08,Customer_201,Laptop,Electronics,4,884.01,3536.04
1682,2026-04-14,Customer_535,Pen,Stationery,2,2.75,5.5
1683,2026-05-08,Customer_260,Office Chair,Furniture,3,174.56,523.68
1684,2026-01-03,Customer_188,Phone,Electronics,1,600.06,600.06
1685,2026-05-03,Customer_358,Phone,Electronics,4,507.42,2029.68
1686,2026-06-11,Customer_380,Office Chair,Furniture,4,167.23,668.92
1687,2026-01-13,Customer_184,Phone,Electronics,3,539.14,1617.42
1688,2026-04-30,Customer_567,Office Chair,Furniture,1,183.0,183.0
1689,2026-02-08,Customer_321,Laptop,Electronics,1,802.28,802.28
1690,2026-01-13,Customer_533,Headphones,Electronics,1,78.66,78.66
1691,2026-01-25,Customer_031,Laptop,Electronics,3,850.52,2551.56
1692,2026-03-15,Customer_010,Mouse,Electronics,4,25.27,101.08
1693,2026-05-28,Customer_160,Phone,Electronics,2,545.95,1091.9
1694,2026-04-20,Customer_053,Notebook,Stationery,3,8.08,24.24
1695,2026-01-04,Customer_205,Desk,Furniture,4,238.57,954.28
1696,2026-04-29,Customer_290,Phone,Electronics,4,564.25,2257.0
1697,2026-03-16,Customer_561,Pen,Stationery,3,2.81,8.43
1698,2026-04-03,Customer_154,Phone,Electronics,4,560.28,2241.12
1699,2026-03-28,Customer_088,Phone,Electronics,4,495.42,1981.68
1700,2026-03-10,Customer_157,Pen,Stationery,1,2.78,2.78
1701,2026-05-17,Customer_674,Mouse,Electronics,4,27.04,108.16
1702,2026-02-20,Customer_141,Headphones,Electronics,1,78.04,78.04
1703,2026-02-25,Customer_691,Keyboard,Electronics,1,46.68,46.68
1704,2026-06-06,Customer_632,Desk,Furniture,2,231.96,463.92
1705,2026-05-29,Customer_235,Keyboard,Electronics,1,43.01,43.01
1706,2026-01-11,Customer_452,Pen,Stationery,2,2.86,5.72
1707,2026-03-25,Customer_652,Keyboard,Electronics,2,41.44,82.88
1708,2026-02-17,Customer_540,Pen,Stationery,3,2.97,8.91
1709,2026-05-26,Customer_227,Pen,Stationery,4,3.22,12.88
1710,2026-01-13,Customer_210,Keyboard,Electronics,1,44.24,44.24
1711,2026-05-10,Customer_528,Pen,Stationery,1,3.22,3.22
1712,2026-02-23,Customer_100,Desk,Furniture,1,226.8,226.8
1713,2026-05-17,Customer_263,Mouse,Electronics,2,26.19,52.38
1714,2026-03-11,Customer_149,Notebook,Stationery,2,7.52,15.04
1715,2026-04-10,Customer_533,Headphones,Electronics,1,72.93,72.93
1716,2026-04-28,Customer_054,Backpack,Accessories,1,42.91,42.91
1717,2026-02-22,Customer_586,Keyboard,Electronics,2,43.54,87.08
1718,2026-03-22,Customer_398,Backpack,Accessories,3,44.94,134.82
1719,2026-04-21,Customer_614,Laptop,Electronics,4,866.17,3464.68
1720,2026-01-24,Customer_541,Pen,Stationery,4,2.72,10.88
1721,2026-03-31,Customer_230,Laptop,Electronics,4,842.34,3369.36
1722,2026-01-16,Customer_687,Laptop,Electronics,4,787.36,3149.44
1723,2026-01-27,Customer_502,Keyboard,Electronics,2,47.43,94.86
1724,2026-06-11,Customer_421,Office Chair,Furniture,3,162.63,487.89
1725,2026-06-02,Customer_033,Desk,Furniture,2,236.16,472.32
1726,2026-02-26,Customer_638,Keyboard,Electronics,4,45.44,181.76
1727,2026-04-21,Customer_307,Pen,Stationery,4,3.24,12.96
1728,2026-02-14,Customer_214,Mouse,Electronics,4,22.83,91.32
1729,2026-06-06,Customer_610,Phone,Electronics,4,547.07,2188.28
1730,2026-05-04,Customer_471,Backpack,Accessories,4,49.12,196.48
1731,2026-05-17,Customer_631,Keyboard,Electronics,4,49.42,197.68
1732,2026-06-27,Customer_331,Office Chair,Furniture,1,169.38,169.38
1733,2026-03-31,Customer_492,Desk,Furniture,2,269.8,539.6
1734,2026-01-25,Customer_394,Headphones,Electronics,3,87.71,263.13
1735,2026-04-14,Customer_068,Laptop,Electronics,1,926.06,926.06
1736,2026-04-12,Customer_216,Office Chair,Furniture,4,181.4,725.6
1737,2026-06-08,Customer_489,Phone,Electronics,2,511.2,1022.4
1738,2026-01-05,Customer_596,Mouse,Electronics,1,24.74,24.74
1739,2026-02-23,Customer_673,Phone,Electronics,2,553.26,1106.52
1740,2026-01-15,Customer_573,Backpack,Accessories,1,49.16,49.16
1741,2026-05-14,Customer_294,Office Chair,Furniture,2,178.55,357.1
1742,2026-02-15,Customer_223,Headphones,Electronics,2,85.82,171.64
1743,2026-01-08,Customer_428,Laptop,Electronics,1,931.8,931.8
1744,2026-03-18,Customer_050,Office Chair,Furniture,1,169.09,169.09
1745,2026-04-09,Customer_252,Notebook,Stationery,4,8.72,34.88
1746,2026-03-17,Customer_139,Keyboard,Electronics,1,48.77,48.77
1747,2026-02-24,Customer_154,Office Chair,Furniture,4,191.86,767.44
1748,2026-01-29,Customer_571,Phone,Electronics,1,600.61,600.61
1749,2026-03-21,Customer_450,Phone,Electronics,3,538.21,1614.63
1750,2026-04-16,Customer_008,Mouse,Electronics,3,23.66,70.98
1751,2026-06-20,Customer_039,Laptop,Electronics,3,928.23,2784.69
1752,2026-03-27,Customer_093,Office Chair,Furniture,4,162.44,649.76
1753,2026-03-15,Customer_548,Keyboard,Electronics,4,48.84,195.36
1754,2026-06-19,Customer_255,Keyboard,Electronics,4,47.77,191.08
1755,2026-04-14,Customer_322,Desk,Furniture,4,265.41,1061.64
1756,2026-01-22,Customer_613,Pen,Stationery,1,2.99,2.99
1757,2026-05-21,Customer_173,Backpack,Accessories,4,43.1,172.4
1758,2026-06-04,Customer_546,Headphones,Electronics,1,72.72,72.72
1759,2026-04-03,Customer_327,Laptop,Electronics,3,831.72,2495.16
1760,2026-04-27,Customer_606,Headphones,Electronics,3,87.21,261.63
1761,2026-04-01,Customer_017,Phone,Electronics,1,522.61,522.61
1762,2026-06-30,Customer_091,Phone,Electronics,4,588.2,2352.8
1763,2026-01-01,Customer_058,Backpack,Accessories,1,49.27,49.27
1764,2026-03-28,Customer_266,Pen,Stationery,1,2.84,2.84
1765,2026-05-25,Customer_278,Phone,Electronics,4,526.07,2104.28
1766,2026-03-09,Customer_256,Notebook,Stationery,3,7.88,23.64
1767,2026-03-17,Customer_282,Headphones,Electronics,3,74.3,222.9
1768,2026-02-16,Customer_327,Backpack,Accessories,4,44.11,176.44
1769,2026-05-12,Customer_084,Phone,Electronics,4,517.49,2069.96
1770,2026-05-16,Customer_553,Headphones,Electronics,4,85.68,342.72
1771,2026-06-05,Customer_494,Pen,Stationery,3,2.74,8.22
1772,2026-01-15,Customer_421,Laptop,Electronics,3,781.16,2343.48
1773,2026-01-27,Customer_040,Mouse,Electronics,2,26.37,52.74
